onset	duration	section_num	subject_num
26.3441	0.5	3	sub-14
27.3577	0.5	3	sub-14
28.3528	0.5	3	sub-14
29.3549	0.5	3	sub-14
30.3629	0.5	3	sub-14
31.3637	0.5	3	sub-14
32.3647	0.5	3	sub-14
33.3694	0.5	3	sub-14
34.3738	0.5	3	sub-14
35.3728	0.5	3	sub-14
36.3717	0.5	3	sub-14
37.3808	0.5	3	sub-14
38.3784	0.5	3	sub-14
39.3793	0.5	3	sub-14
40.3801	0.5	3	sub-14
41.3806	0.5	3	sub-14
42.3813	0.5	3	sub-14
43.3783	0.5	3	sub-14
44.3792	0.5	3	sub-14
45.3863	0.5	3	sub-14
46.3898	0.5	3	sub-14
47.3879	0.5	3	sub-14
48.386	0.5	3	sub-14
49.3896	0.5	3	sub-14
50.3908	0.5	3	sub-14
51.3953	0.5	3	sub-14
52.4154	0.5	3	sub-14
53.4118	0.5	3	sub-14
54.4129	0.5	3	sub-14
55.4238	0.5	3	sub-14
56.4252	0.5	3	sub-14
57.425	0.5	3	sub-14
58.4362	0.5	3	sub-14
59.4384	0.5	3	sub-14
60.4367	0.5	3	sub-14
61.4409	0.5	3	sub-14
62.4413	0.5	3	sub-14
63.4388	0.5	3	sub-14
64.4432	0.5	3	sub-14
65.4469	0.5	3	sub-14
66.448	0.5	3	sub-14
67.4489	0.5	3	sub-14
68.446	0.5	3	sub-14
69.4468	0.5	3	sub-14
70.4476	0.5	3	sub-14
71.4482	0.5	3	sub-14
72.4489	0.5	3	sub-14
73.4457	0.5	3	sub-14
74.4469	0.5	3	sub-14
75.4474	0.5	3	sub-14
76.4563	0.5	3	sub-14
77.4565	0.5	3	sub-14
78.4543	0.5	3	sub-14
79.4576	0.5	3	sub-14
80.4705	0.5	3	sub-14
81.4729	0.5	3	sub-14
82.4749	0.5	3	sub-14
83.4712	0.5	3	sub-14
84.4714	0.5	3	sub-14
85.4741	0.5	3	sub-14
86.4743	0.5	3	sub-14
87.4766	0.5	3	sub-14
88.4742	0.5	3	sub-14
89.4711	0.5	3	sub-14
90.476	0.5	3	sub-14
91.4755	0.5	3	sub-14
92.4771	0.5	3	sub-14
93.4696	0.5	3	sub-14
94.4731	0.5	3	sub-14
95.4722	0.5	3	sub-14
96.482	0.5	3	sub-14
97.483	0.5	3	sub-14
98.4801	0.5	3	sub-14
99.4806	0.5	3	sub-14
100.4848	0.5	3	sub-14
101.4892	0.5	3	sub-14
102.491	0.5	3	sub-14
103.487	0.5	3	sub-14
104.4878	0.5	3	sub-14
105.4917	0.5	3	sub-14
132.819	0.5	9	sub-14
133.8257	0.5	9	sub-14
134.8241	0.5	9	sub-14
135.8286	0.5	9	sub-14
136.8336	0.5	9	sub-14
137.8345	0.5	9	sub-14
138.8314	0.5	9	sub-14
139.8319	0.5	9	sub-14
140.8327	0.5	9	sub-14
141.8336	0.5	9	sub-14
142.8346	0.5	9	sub-14
143.8312	0.5	9	sub-14
144.832	0.5	9	sub-14
145.8329	0.5	9	sub-14
146.8423	0.5	9	sub-14
147.8437	0.5	9	sub-14
148.8415	0.5	9	sub-14
149.84	0.5	9	sub-14
150.8398	0.5	9	sub-14
151.8574	0.5	9	sub-14
152.8691	0.5	9	sub-14
153.867	0.5	9	sub-14
154.8667	0.5	9	sub-14
155.8678	0.5	9	sub-14
156.8796	0.5	9	sub-14
157.8798	0.5	9	sub-14
158.8809	0.5	9	sub-14
159.9009	0.5	9	sub-14
160.9091	0.5	9	sub-14
161.9166	0.5	9	sub-14
162.9183	0.5	9	sub-14
163.915	0.5	9	sub-14
164.916	0.5	9	sub-14
165.917	0.5	9	sub-14
166.9291	0.5	9	sub-14
167.9262	0.5	9	sub-14
168.9275	0.5	9	sub-14
169.9265	0.5	9	sub-14
170.9236	0.5	9	sub-14
171.93	0.5	9	sub-14
172.9277	0.5	9	sub-14
173.9261	0.5	9	sub-14
174.9259	0.5	9	sub-14
175.9392	0.5	9	sub-14
176.9514	0.5	9	sub-14
177.9518	0.5	9	sub-14
178.9488	0.5	9	sub-14
179.9497	0.5	9	sub-14
180.9505	0.5	9	sub-14
181.9513	0.5	9	sub-14
182.9636	0.5	9	sub-14
206.2078	0.5	7	sub-14
207.2131	0.5	7	sub-14
208.2134	0.5	7	sub-14
209.2094	0.5	7	sub-14
210.2123	0.5	7	sub-14
211.2138	0.5	7	sub-14
212.2122	0.5	7	sub-14
213.2145	0.5	7	sub-14
214.2101	0.5	7	sub-14
215.2095	0.5	7	sub-14
216.2105	0.5	7	sub-14
217.2193	0.5	7	sub-14
218.2201	0.5	7	sub-14
219.2165	0.5	7	sub-14
220.2174	0.5	7	sub-14
221.2182	0.5	7	sub-14
222.2193	0.5	7	sub-14
223.2199	0.5	7	sub-14
224.2169	0.5	7	sub-14
225.2176	0.5	7	sub-14
226.2186	0.5	7	sub-14
227.2276	0.5	7	sub-14
228.228	0.5	7	sub-14
229.2263	0.5	7	sub-14
230.225	0.5	7	sub-14
231.2302	0.5	7	sub-14
232.2288	0.5	7	sub-14
233.2297	0.5	7	sub-14
234.2248	0.5	7	sub-14
235.2259	0.5	7	sub-14
236.2274	0.5	7	sub-14
237.2365	0.5	7	sub-14
238.237	0.5	7	sub-14
239.2337	0.5	7	sub-14
240.2531	0.5	7	sub-14
241.2706	0.5	7	sub-14
242.2698	0.5	7	sub-14
243.2707	0.5	7	sub-14
244.2676	0.5	7	sub-14
245.2684	0.5	7	sub-14
246.269	0.5	7	sub-14
247.2815	0.5	7	sub-14
248.2782	0.5	7	sub-14
249.2763	0.5	7	sub-14
250.2782	0.5	7	sub-14
251.277	0.5	7	sub-14
252.2781	0.5	7	sub-14
253.2769	0.5	7	sub-14
254.2786	0.5	7	sub-14
255.2792	0.5	7	sub-14
256.2782	0.5	7	sub-14
257.287	0.5	7	sub-14
258.2877	0.5	7	sub-14
259.2846	0.5	7	sub-14
260.2851	0.5	7	sub-14
261.286	0.5	7	sub-14
262.287	0.5	7	sub-14
263.2875	0.5	7	sub-14
264.2847	0.5	7	sub-14
265.2856	0.5	7	sub-14
266.2861	0.5	7	sub-14
267.2969	0.5	7	sub-14
268.2958	0.5	7	sub-14
269.2931	0.5	7	sub-14
270.2956	0.5	7	sub-14
271.294	0.5	7	sub-14
272.2943	0.5	7	sub-14
273.2969	0.5	7	sub-14
274.294	0.5	7	sub-14
275.2965	0.5	7	sub-14
276.294	0.5	7	sub-14
277.3042	0.5	7	sub-14
278.3046	0.5	7	sub-14
279.3016	0.5	7	sub-14
280.3023	0.5	7	sub-14
281.3029	0.5	7	sub-14
282.3042	0.5	7	sub-14
283.3051	0.5	7	sub-14
284.302	0.5	7	sub-14
285.3025	0.5	7	sub-14
286.3036	0.5	7	sub-14
287.312	0.5	7	sub-14
288.3142	0.5	7	sub-14
289.3087	0.5	7	sub-14
290.3098	0.5	7	sub-14
291.3129	0.5	7	sub-14
292.3117	0.5	7	sub-14
293.3147	0.5	7	sub-14
294.3114	0.5	7	sub-14
295.3125	0.5	7	sub-14
296.3109	0.5	7	sub-14
297.3212	0.5	7	sub-14
298.3218	0.5	7	sub-14
299.3186	0.5	7	sub-14
300.3199	0.5	7	sub-14
301.3203	0.5	7	sub-14
302.3211	0.5	7	sub-14
303.3219	0.5	7	sub-14
304.319	0.5	7	sub-14
305.3195	0.5	7	sub-14
306.3206	0.5	7	sub-14
307.321	0.5	7	sub-14
308.3308	0.5	7	sub-14
309.3297	0.5	7	sub-14
310.3287	0.5	7	sub-14
311.3281	0.5	7	sub-14
312.3287	0.5	7	sub-14
313.3325	0.5	7	sub-14
314.3281	0.5	7	sub-14
315.3259	0.5	7	sub-14
316.3302	0.5	7	sub-14
317.3304	0.5	7	sub-14
318.3392	0.5	7	sub-14
319.336	0.5	7	sub-14
320.3368	0.5	7	sub-14
321.3374	0.5	7	sub-14
322.3385	0.5	7	sub-14
323.339	0.5	7	sub-14
324.3359	0.5	7	sub-14
325.3367	0.5	7	sub-14
326.3433	0.5	7	sub-14
327.3483	0.5	7	sub-14
328.3559	0.5	7	sub-14
329.3529	0.5	7	sub-14
330.3534	0.5	7	sub-14
331.3542	0.5	7	sub-14
332.3552	0.5	7	sub-14
333.3561	0.5	7	sub-14
334.3529	0.5	7	sub-14
335.3535	0.5	7	sub-14
336.3544	0.5	7	sub-14
337.3552	0.5	7	sub-14
338.3664	0.5	7	sub-14
339.3615	0.5	7	sub-14
340.3608	0.5	7	sub-14
341.3632	0.5	7	sub-14
342.3622	0.5	7	sub-14
343.3644	0.5	7	sub-14
344.3641	0.5	7	sub-14
345.3629	0.5	7	sub-14
346.3644	0.5	7	sub-14
347.3649	0.5	7	sub-14
348.3729	0.5	7	sub-14
349.3695	0.5	7	sub-14
350.3706	0.5	7	sub-14
351.3715	0.5	7	sub-14
352.3723	0.5	7	sub-14
353.3731	0.5	7	sub-14
354.3698	0.5	7	sub-14
383.0685	0.5	18	sub-14
384.0733	0.5	18	sub-14
385.071	0.5	18	sub-14
386.0719	0.5	18	sub-14
387.0728	0.5	18	sub-14
388.0735	0.5	18	sub-14
389.0748	0.5	18	sub-14
390.0715	0.5	18	sub-14
391.0719	0.5	18	sub-14
392.0728	0.5	18	sub-14
393.0739	0.5	18	sub-14
394.0743	0.5	18	sub-14
395.0716	0.5	18	sub-14
396.0721	0.5	18	sub-14
397.073	0.5	18	sub-14
398.0804	0.5	18	sub-14
399.0822	0.5	18	sub-14
400.0775	0.5	18	sub-14
401.0816	0.5	18	sub-14
402.0826	0.5	18	sub-14
403.0835	0.5	18	sub-14
404.0846	0.5	18	sub-14
405.0786	0.5	18	sub-14
406.0833	0.5	18	sub-14
407.089	0.5	18	sub-14
408.091	0.5	18	sub-14
409.1008	0.5	18	sub-14
410.0968	0.5	18	sub-14
411.0971	0.5	18	sub-14
412.0991	0.5	18	sub-14
413.1022	0.5	18	sub-14
414.0984	0.5	18	sub-14
415.0981	0.5	18	sub-14
416.1009	0.5	18	sub-14
417.0997	0.5	18	sub-14
418.0996	0.5	18	sub-14
419.1088	0.5	18	sub-14
420.1056	0.5	18	sub-14
421.1065	0.5	18	sub-14
422.1068	0.5	18	sub-14
423.1076	0.5	18	sub-14
424.1089	0.5	18	sub-14
425.1054	0.5	18	sub-14
426.1065	0.5	18	sub-14
427.107	0.5	18	sub-14
452.0818	0.5	1	sub-14
453.082	0.5	1	sub-14
454.0843	0.5	1	sub-14
455.0829	0.5	1	sub-14
456.0866	0.5	1	sub-14
457.0877	0.5	1	sub-14
458.0819	0.5	1	sub-14
459.093	0.5	1	sub-14
460.0894	0.5	1	sub-14
461.0902	0.5	1	sub-14
462.0911	0.5	1	sub-14
463.0918	0.5	1	sub-14
464.0929	0.5	1	sub-14
465.09	0.5	1	sub-14
466.0905	0.5	1	sub-14
467.0913	0.5	1	sub-14
468.0922	0.5	1	sub-14
469.1039	0.5	1	sub-14
470.1	0.5	1	sub-14
471.1001	0.5	1	sub-14
472.102	0.5	1	sub-14
473.0999	0.5	1	sub-14
474.1007	0.5	1	sub-14
475.1007	0.5	1	sub-14
476.0976	0.5	1	sub-14
477.0996	0.5	1	sub-14
478.1001	0.5	1	sub-14
479.1098	0.5	1	sub-14
480.107	0.5	1	sub-14
481.1074	0.5	1	sub-14
482.1082	0.5	1	sub-14
483.1092	0.5	1	sub-14
484.1102	0.5	1	sub-14
485.1066	0.5	1	sub-14
486.1075	0.5	1	sub-14
487.1083	0.5	1	sub-14
488.1091	0.5	1	sub-14
489.118	0.5	1	sub-14
490.1153	0.5	1	sub-14
491.1151	0.5	1	sub-14
492.1185	0.5	1	sub-14
493.1171	0.5	1	sub-14
494.1184	0.5	1	sub-14
495.113	0.5	1	sub-14
496.1178	0.5	1	sub-14
497.1191	0.5	1	sub-14
498.1231	0.5	1	sub-14
499.1272	0.5	1	sub-14
500.1241	0.5	1	sub-14
501.1248	0.5	1	sub-14
502.1254	0.5	1	sub-14
503.1262	0.5	1	sub-14
504.1269	0.5	1	sub-14
505.1239	0.5	1	sub-14
506.1247	0.5	1	sub-14
507.1255	0.5	1	sub-14
508.1266	0.5	1	sub-14
509.1344	0.5	1	sub-14
510.1316	0.5	1	sub-14
511.1318	0.5	1	sub-14
512.1338	0.5	1	sub-14
513.1354	0.5	1	sub-14
514.1356	0.5	1	sub-14
515.1331	0.5	1	sub-14
516.1347	0.5	1	sub-14
517.1334	0.5	1	sub-14
518.133	0.5	1	sub-14
519.1441	0.5	1	sub-14
520.1406	0.5	1	sub-14
521.1416	0.5	1	sub-14
522.1424	0.5	1	sub-14
523.1435	0.5	1	sub-14
524.1443	0.5	1	sub-14
525.1411	0.5	1	sub-14
526.1417	0.5	1	sub-14
527.1426	0.5	1	sub-14
528.1435	0.5	1	sub-14
529.1524	0.5	1	sub-14
530.1479	0.5	1	sub-14
531.1492	0.5	1	sub-14
532.1497	0.5	1	sub-14
533.152	0.5	1	sub-14
534.1543	0.5	1	sub-14
535.1518	0.5	1	sub-14
536.159	0.5	1	sub-14
537.1595	0.5	1	sub-14
538.1605	0.5	1	sub-14
539.1609	0.5	1	sub-14
540.1651	0.5	1	sub-14
541.1644	0.5	1	sub-14
542.1668	0.5	1	sub-14
543.1699	0.5	1	sub-14
544.1703	0.5	1	sub-14
545.166	0.5	1	sub-14
546.167	0.5	1	sub-14
547.1671	0.5	1	sub-14
548.1669	0.5	1	sub-14
549.1719	0.5	1	sub-14
550.1751	0.5	1	sub-14
551.1756	0.5	1	sub-14
552.1764	0.5	1	sub-14
553.1774	0.5	1	sub-14
554.1781	0.5	1	sub-14
555.1749	0.5	1	sub-14
556.1758	0.5	1	sub-14
557.1769	0.5	1	sub-14
558.1776	0.5	1	sub-14
559.1784	0.5	1	sub-14
560.1831	0.5	1	sub-14
561.1842	0.5	1	sub-14
562.1854	0.5	1	sub-14
563.1855	0.5	1	sub-14
564.188	0.5	1	sub-14
565.1837	0.5	1	sub-14
566.1855	0.5	1	sub-14
567.1879	0.5	1	sub-14
568.1873	0.5	1	sub-14
569.1885	0.5	1	sub-14
